,etat,marque,adresse,region,prix,description,image_links
241,Venant,Samsung,Médina,Dakar,165000 ,"Méga promo Samsung S21 256GB/8GB Ram ,venant des USA,Un sim vendu sur facture et garantie avec une possiblité partout au Sénégal.","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e589e45b41a5906af1d981611f25a5d/-/horizon-files-prod/ed/picture/q448pv9z/fc9a651b1c12fe161c3aa7e09e3b77c91b7d956f.jpg', nan, nan, nan, nan]"
242,Neuf,Samsung,Fenêtre mermoz,Dakar,950000 ,Je vends mon Samsung galaxy Z Fold 5 scellé dans sa boîte 📦 neuve.,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad1c73273c4fec3076c74e476c1917e9/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qm5pk6qz/fff3f6f2b63ddc507322a416aa2d3e3c104a5230.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9d5b9de300c8e313cea63895d42f1ecd/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/qm5pk6qz/1800ff21973ea07ff99f632834657488c6d96b58.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/5caa6156781bbe9e5b06f3a872f4afc5/-/horizon-files-prod/ed/picture/qm5pk6qz/37715d005b52f07afd1020b975e5dc3f70f84d1a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/35168dbb661619239c7c22d40a804bc8/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qm5pk6qz/fff3f6f2b63ddc507322a416aa2d3e3c104a5230.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/e45e944590f5227fcf513d7f4f7ece66/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/qm5pk6qz/1800ff21973ea07ff99f632834657488c6d96b58.png']"
243,Venant,Samsung,Biscuiterie,Dakar,750000 ,"Samsung Galaxy Zfold 5
✔️256Go - RAM 12Go
✅️Vente sur facture et garantie✨️Livraison possible✅️🛵","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d69fbeb0656027c458e9b067722fa35/-/horizon-files-prod/ed/picture/q785dp4g/f20eed61d45770662471c5e38473d171b1b45ac9.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/f307478d20ab62523e8949cc6c27b50c/-/horizon-files-prod/ed/picture/q785dp4g/afcbfdccab6f9bd5061d39ccd1a078e24b3e5a89.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d2d2fba4107a1c0f6d1e315431a6419/-/horizon-files-prod/ed/picture/q785dp4g/e68648a4cbd67ac984f9b9ed7bb8c1d9b54a766b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/752e6f694df067821095566fbf65d870/-/horizon-files-prod/ed/picture/q785dp4g/4d9e9bc284885c7d038399f7409d0ffd4feff017.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/349a39657506c93d3c1687a51703df92/-/horizon-files-prod/ed/picture/q785dp4g/f20eed61d45770662471c5e38473d171b1b45ac9.jpg']"
244,Venant,Samsung,Colobane,Dakar,200000 ,Samsung s20 ultra 256go ram 12 original vennant tres propre avec chargeur la batterie tres résistant En promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e19f71c49ba67f0124c9053c865cbd4a/-/horizon-files-prod/ed/picture/qwe25dpg/1f21a39fccf216eea31e119ea0b0cd9146615cf9.jpg', nan, nan, nan, nan]"
245,Venant,Samsung,Colobane,Dakar,169900 ,Samsung s10 5G 256go ram8 original vennant tres propre avec chargeur appareile photo tres clair et nette la batterie tres résistant en promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/8eb6cc10551139612f98adc258c11ef6/-/horizon-files-prod/ed/picture/qq478pwk/c9a0715905a2c166acf39e53f9e2adc4d7e36ad6.jpg', nan, nan, nan, nan]"
246,Neuf,iPhone,Point-e,Dakar,260000 ,"iphone 12 Pro 128 GB. Version Renewed. Pas une égratignure. Venant Californie.
Pas d'échanges.","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/a27a25f3e52556acb9d6aa419dfa2a20/-/horizon-files-prod/ed/picture/q785dppx/62e953c0dfa4b5ae1ffb12e398a7eddb132ca4ff.jpg', nan, nan, nan, nan]"
247,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
248,Venant,iPhone,Fass,Dakar,84900 ,"Iphone 7 simple 128 go Originalennant tres propre avec chargeur
Garantie vendu avec la facture et possibilité de livraison a un prix imbattable","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/494b8ee33178a58e409669d9334e131f/-/horizon-files-prod/ed/picture/qgq9kpd8/cfcc83b46de4dfa8f8169c4165d5e96e004a2189.jpg', nan, nan, nan, nan]"
249,Venant,Sony,Fass,Dakar,84900 ,Sony x peria 10 original vennant tres propre avec chargeur Memoire 64go one sim version Androide tres rapide et puissant en promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/978cbfd2dfd1af3acd8f7c35662775b8/-/horizon-files-prod/ed/picture/qq47k957/a643f716554945f51cd51495e3c6ba6fa61118ef.jpg', nan, nan, nan, nan]"
250,Venant,Samsung,Fass,Dakar,124900 ,"Téléphone de la marque Samsung s10 128 go ram 6ennant tres propre avec chargeur
La batterie tres résistant en promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea4055e947f4f336e0c759bcc0d1324c/-/horizon-files-prod/ed/picture/q0gwxn8m/02e81c4f4877b6efb37c7915aef75db0ee6aa26f.jpg', nan, nan, nan, nan]"
251,Neuf,Samsung,Mermoz,Dakar,65000 ,"Le Samsung Galaxy A04e est l'un des 3 smartphones de la gamme A04 de Samsung annoncé fin 2022.Il est équipé d'un SoC Helio P35 épaulé par 3 ou 4 Go de RAM et 32, 64 ou 128 Go de Stockage.Il dispose d'une batterie de 5000 mAh et d'un capteur photo principal de 13 mégapixels.SPECIFICATIONS TECHNIQUEÉcran LCD tactile intégré HD+ de 6,5 pouces | SVP
Dimensions et poids 164,2 x 75,9 x 9,1 mm, 188 g
Caméra Arrière
· (Principal) 13MP, F2.2
· (Profondeur) 2MP, F2.4
Avant
· 5MP F2.2
PA Octa-Core
Mémoire RAM : 3 Go
Stockage : 32 Go
microSD : Jusqu'à 1 To
La batterie 5 000 mAh
SE Android 12
One UI Core 4.1
Sécurité Samsung Knox
Réseau LTE
Connectivité Wi-Fi 802.11 b/g/n (2,4 GHz), Bluetooth® v5.0
Capteurs Accéléromètre, capteur de lumière, capteur de proximitéAVANTAGE COMMERCIALEGARANTIE 2 ANS + SAVLIVRAISON GRATUITE PARTOUT SUR DAKAR","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/5088efb994b6555f86a65fe2a81d9573/-/horizon-files-prod/ed/picture/qv4e0d8g/0802e5de5372ef0fea2e2216bb5124ed11f9b925.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3ca4f4540913eef68f2061697741e96/-/horizon-files-prod/ed/picture/qv4e0d8g/f169618d36a31ed03684ee40c6220f69a0a09bde.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1566184befb4421e5285c706299ee0c0/-/horizon-files-prod/ed/picture/qv4e0d8g/51ab687f1c53c7115690ef7c202f93ac4fe1d8ff.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2a38e318cbfa1f11100834ab93babec/-/horizon-files-prod/ed/picture/qv4e0d8g/84a4043666bad5dac79efd0e652bf73b73374c04.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8971891053fad82280531e9a0acae94c/-/horizon-files-prod/ed/picture/qv4e0d8g/dbfe89b9fdce65a475d4b4db3caed351b3c1a864.jpg']"
252,Venant,Samsung,Biscuiterie,Dakar,750000 ,"Samsung Galaxy Zfold 5
✔️256Go - RAM 12Go
✅️Vente sur facture et garantie
Livraison possible✅️🛵","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfea5a28013a1b12b1ac24799d7ad840/-/horizon-files-prod/ed/picture/qngxk9mw/e68e8ec201e34d170f0b6c1b86a475950eb2c08a.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e5f9a1b6ca29ecb966438f0dcb8b282/-/horizon-files-prod/ed/picture/qngxk9mw/328c1d53ccf1c370018287b8162a21955211efb0.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e8cd9c3589e49f224b5fb899e2e58ba/-/horizon-files-prod/ed/picture/qngxk9mw/a6d7d395f712e034b3ae9733889e4c7dc978b934.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/4f8c6b92de9e1f9dcc564c2380acd190/-/horizon-files-prod/ed/picture/qngxk9mw/e68e8ec201e34d170f0b6c1b86a475950eb2c08a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/648d5f9250dba1605fe6226976c82dc9/-/horizon-files-prod/ed/picture/qngxk9mw/328c1d53ccf1c370018287b8162a21955211efb0.jpg']"
253,Venant,Samsung,Biscuiterie,Dakar,750000 ,"Samsung Galaxy Zfold 5
✔️256Go - RAM 12Go
✅️Vente sur facture et garantie✨️
Livraison possible✅️🛵","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/139dd58a29c015ea5dc96d6f1970cdc1/-/horizon-files-prod/ed/picture/q56x2pj6/f632d31aec101b7126e2170b353944d4ca851e44.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/620334f6b65c66d326762693b42dec7c/-/horizon-files-prod/ed/picture/q56x2pj6/6f5ca616f4e486660a705b30f2c1d035dd88ce84.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/70a9ae86028e8d24e52fe03f1d94f0b0/-/horizon-files-prod/ed/picture/q56x2pj6/704627c02ebdb50ed7b95eccfc3da19d916e3d57.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2aa8deb48965dcc3f429be9f0a49df31/-/horizon-files-prod/ed/picture/q56x2pj6/fbf0cca16ed78380ebafda20f05f53ce7e06d8e6.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/579f4591da0036c3be0647edec6c09c6/-/horizon-files-prod/ed/picture/q56x2pj6/f632d31aec101b7126e2170b353944d4ca851e44.jpg']"
254,Venant,Samsung,Médina,Dakar,380000 ,"Fold 3 256G ram12 vrac
Santé batterie nickel
authentique tout propre
Échange possibleendu sur facture et garantie","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/a86c92df0186e9d8a03d84d04b3351fb/-/horizon-files-prod/ed/picture/qkrgvxv5/cf5f38afdf11c17d67920c01b7a1bfe9584e57b1.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8946d8e97e6604c2ead464c5b5e9db92/-/horizon-files-prod/ed/picture/qkrgvxv5/4df048534ae65454717a05aed49bbeafa090ed4e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/bac870e67bbaa8920872c40093a31259/-/horizon-files-prod/ed/picture/qkrgvxv5/cf5f38afdf11c17d67920c01b7a1bfe9584e57b1.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/508d2d70b82a2ed3821b09595fcb9fc7/-/horizon-files-prod/ed/picture/qkrgvxv5/4df048534ae65454717a05aed49bbeafa090ed4e.jpg', nan]"
255,D'occasion,Huawei,Almadies,Dakar,165000 ,"le Huawei P50 est la version classique du haut de gamme de la marque : écran de 6.5 pouces avec un taux de rafraîchissement à 90 Hz, SoC Qualcomm Snapdragon 888 couplé à 8 Go de RAM et jusqu'à 256 Go de stockage. Il se dote d'un bloc photo de 3 capteurs à l'arrière : un grand angle de 50 mégapixels, un ultra grand-angle de 13 mégapixels et un de 12 mégapixels muni d'un zoom optique x5 et d'un zoom numérique x50. Il se dote d'une batterie de 4100 mAh compatible charge rapide (66 W
NB : Le dos est fissuré mais à part ça tout marche bien..
L'appareil supporte 1 seul carte SIM","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e8cb0e09672f064d77386bd4504f2aa/-/horizon-files-prod/ed/picture/qenqmrwd/edb6ddc2220f9cc878a671abbcb69ba1255a3387.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/406999566c7aed366cc2b4a4cc35229a/-/horizon-files-prod/ed/picture/qenqmrwd/95ff5cc5519913b95b5df14e706170c658b4d354.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/96eda1af736f43701c309c3cc9fca739/-/horizon-files-prod/ed/picture/qenqmrwd/b82c036fbaa40f164775cf559630c81c786b9328.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/01f7c9d8985c32bf0a9986756f64d395/-/horizon-files-prod/ed/picture/qenqmrwd/2096990971db157cca96f73cce010022e3c29a22.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9698d047d381fda47e38eb0a58186e0a/-/horizon-files-prod/ed/picture/qenqmrwd/d000d7e6cf33ac6a02fed7196c80a5df5aaf98fa.jpg']"
256,Venant,Huawei,Fass,Dakar,175000 ,"Huawei p30 pro 128go go ram 8
tres propre avec chargeur version An-droide tres rapide et puissant
La batterie tres résistant En promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bf0a112c63cd65fe62e044c0b6a15d0/-/horizon-files-prod/ed/picture/qdekz992/b11ab30fd39852d61a7228dbcbcd47d6e041e74a.jpg', nan, nan, nan, nan]"
257,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
258,Venant,Samsung,Fass,Dakar,89900 ,Samsung s9 plus 64 go Ram 6 go venant avec chargeur original très propre presque neuf garantie vendus avec la facture et possibilité de livraison a un bon prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/71d80bf4b617ce0a6cfd08dd4c746f0a/-/horizon-files-prod/ed/picture/qxj2n88j/0109d6c1a7597b790deeb3ee22b1ac847b2d881b.jpg', nan, nan, nan, nan]"
259,Venant,Samsung,Fass,Dakar,194900 ,Samsung s20 ultra 256go ram 12 original vennant tres propre avec chargeur la batterie tres résistant En promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0cfe0168dbd6be75eaa9fb46cf96f27/-/horizon-files-prod/ed/picture/qwe29rp4/6eee25654796175488811303f5e784bfe70c77cc.jpg', nan, nan, nan, nan]"
260,Venant,iPhone,Fass,Dakar,79900 ,"iPhone 6splus 64 go venant très propre presque neuf
a un prix abordable vendu sur facture avec la garantie possibilité de livraison","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/84425e22b72213e1a0226fcec827ad9d/-/horizon-files-prod/ed/picture/qv4e0dwv/6590ab2742521cacab18a802123dac24b06be325.jpg', nan, nan, nan, nan]"
261,Venant,iPhone,Fass,Dakar,95000 ,"Iphone 7 plus 128 go vennant
Original avec chargeur
Tres bonne etat garantie vendu avec la facture et possibilité de livraison a un prix imbattable","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/794d98460f06ef1cf6a195fa86086c52/-/horizon-files-prod/ed/picture/qzvdq8p6/873db2b6edf31091a9f5585c376c5e68b75a02cb.jpg', nan, nan, nan, nan]"
262,Venant,iPhone,Fass,Dakar,165000 ,Iphone xr 128 go original vennant tres propre presque neuf avec chargeur la batterie tres résistant En promotion garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/21d731f21af960d7f74a4f5492d49577/-/horizon-files-prod/ed/picture/qpd65gm0/07d257e7dd9d0abe5d9cb252ba98d9c6ac46477b.jpg', nan, nan, nan, nan]"
263,Venant,iPhone,Fass,Dakar,124900 ,Iphone x simple 64 go Original vennant tres propre Garantie vendu avec la facture et possibilité de livraison a un prix imbattable,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/0038adb12b88b24d6aefdfc352f17333/-/horizon-files-prod/ed/picture/qj4rd6q6/004f31b4a7d7ce1431f9157083e2f07c9ed3ed0c.jpg', nan, nan, nan, nan]"
264,Neuf,Huawei,Parcelles Assainies,Dakar,85000 ,Huawei y9 double sim 4glte mémoire interne 128go mémoire ram 6go écran tactile HD 6.5pouce Wi-Fi Bluetooth caméra devant et derrière scellé dans sa boîte avec tous ses accessoires vendu sur facture et garantie,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3d148a18fd4e04f9bb84215f0c02cf0/-/horizon-files-prod/ed/picture/q566dwjg/bc75c715fd447561ae788fa30930b224a329773f.png', nan, nan, nan, nan]"
265,D'occasion,Oppo,Plateau,Dakar,155000 ,Vente Oppo Find X5 5G authentique version globale dual 256 Go avec pochette et chargeur si intéressé appelle moi vendue sur facture et garantie au magasin. Livraison possible,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/02e4b9a408af5052423110520c452a56/-/horizon-files-prod/ed/picture/qq47kzdj/8d1938f282eb9ad667043bed42b12209dc417446.jpg', nan, nan, nan, nan]"
266,Venant,Google,Thiès,Thiès,220000 ,"Le Google Pixel 6pro est un téléphone intelligent et performant d'une grande capacité de stockage de 256g et de 12ram, d'un écran large de 6,6 fonctionnant avec Android13 qui vous procure une navigation fluide.
1sim + e-sim
Batterie 5000MAH","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/a26310377cd244932d59e2c5d1192942/-/horizon-files-prod/ed/picture/qv4ee0q5/f51482bc0119df338341c28f9c79cda986625a27.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6fd14589fc17885f5b6163c3eb77d75/-/horizon-files-prod/ed/picture/qv4ee0q5/7ba8d03c7cb51ea4d5d56d8e36a79250421156aa.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ea6fca60adb4e4dba8c44ef9a218dac/-/horizon-files-prod/ed/picture/qv4ee0q5/102a4b146fea4aab8da58138babfde422c536880.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3d68c21fdac4f002e7651b2553a99d8/-/horizon-files-prod/ed/picture/qv4ee0q5/f17fac2b52c35358d14d70f9d3d13214ece4c5fd.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/9a3a7d52acd7c4fbc31de537ecb0efcf/-/horizon-files-prod/ed/picture/qv4ee0q5/f51482bc0119df338341c28f9c79cda986625a27.jpg']"
267,Neuf,Samsung,Plateau,Dakar,190000 ,Vente Samsung Galaxy A54 5G authentique version globale dual sim 256 Go RAM-8 Go état neuf dans ça boîte si intéressé appelle moi vendue sur facture et garantie au magasin. Livraison possible,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/6fd0cd0f776bbb0b21b4e37469987ee7/-/horizon-files-prod/ed/picture/qv4e0dpv/ae74ca9b40f42e875cb351b671e479d063ff32a9.jpg', nan, nan, nan, nan]"
268,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
269,Neuf,iPhone,Plateau,Dakar,880000 ,iPhone 15pro Max 256go juste descellé authentique garanti est disponible à la boutique vendu avec facture et garantie livraison possible,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/904fa9bb0e10c3b5691b6ee4d221615e/-/horizon-files-prod/ed/picture/q448q5w5/fe6a9946e5f0837fdfe6ea03c1a46c57b80f3425.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ac90213c00643b5c35ca51d961e1df9/-/horizon-files-prod/ed/picture/q448q5w5/bfe8997337f0c02ccbaaaa7ef05b2f2770874f11.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/3b5eab4ca5b35ae153d9ab5920267f9a/-/horizon-files-prod/ed/picture/q448q5w5/fe6a9946e5f0837fdfe6ea03c1a46c57b80f3425.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/62b4eefd279fa29b5136cb21f4596aba/-/horizon-files-prod/ed/picture/q448q5w5/bfe8997337f0c02ccbaaaa7ef05b2f2770874f11.jpg', nan]"
270,Neuf,iPhone,Médina,Dakar,250000 ,"15 simple 256G batterie 100%
Turbo esim ça ne prend puce
Wifi seulement
authentique tout propre
Échange possibleendu sur facture et garantie","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/d787a2ddaca6550958bb9b390bb29854/-/horizon-files-prod/ed/picture/qm5pkr5z/1fba4041f1aa4dd15bfbe312c62f2d37d3cd2d56.jpg', nan, nan, nan, nan]"
271,Venant,iPhone,Castor,Dakar,290000 ,"iPhone 11pro Max 256 go vennat presque neuf à un prix abordableendu avec facture plus la garantieenez vite dans mon magasin
NB:stock limite","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e60c3961b0ee18b4bd035f09736bb236/-/horizon-files-prod/ed/picture/qder9w6w/4e868fd7e4be56951b98b025864b64f25cf0ec71.jpg', nan, nan, nan, nan]"
272,Venant,iPhone,Castor,Dakar,165000 ,"Vnt. Avec la garantie L'iPhone 11 est un smartphone, modèle de la 13e génération d'iPhone d'Apple. Il est présenté aux côtés de ses variantes haut de gamme Son écran est un écran Liquid Rétina LCD HD de 6,1 pouces avec une résolution de 1 792 × 828 pixels. Il est doté du Haptic touch, de l'affichage TrueTone et d'un revêtement oléophobe résistant aux traces de doigts. Tout comme ses prédécesseurs, il possède un double appareil photo à l'arrière avec un grand-angle et un ultra grand-angle de 12 Mpx. Le grand-angle a une ouverture ƒ/1,8 tandis que l'ultra grand-angle a une ouverture ƒ/2,4 et un champ de vision de 120°.","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/70091a70cd1786d80d3b8b86fbfcdab0/-/horizon-files-prod/ed/picture/q9m8pzqw/df724ad856cf1b485ef9d1e66e0d2201b4f985eb.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/925cb2d6b870842989b13ce9d501e1a1/-/horizon-files-prod/ed/picture/q9m8pzqw/c468bab91ae2e70c4c45f1b83687bab1d076b851.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/a807d00c2c3264382bd172808f037636/-/horizon-files-prod/ed/picture/q9m8pzqw/df724ad856cf1b485ef9d1e66e0d2201b4f985eb.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/549b5b3d50b27f04b7e222a3d03afaa5/-/horizon-files-prod/ed/picture/q9m8pzqw/c468bab91ae2e70c4c45f1b83687bab1d076b851.jpg', nan]"
273,Neuf,Samsung,Plateau,Dakar,510000 ,Samsung galaxie zflip5 256go neuf authentique est disponible à la boutique vendu sur facture et garantie livraison possible,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/c804d9e87e5a593afc13b00867af2897/-/horizon-files-prod/ed/picture/qq4786z6/97515179c2d46caa29a8fb7a3df837c4692b326e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/f73ab6060bf352d7a1b35555da2e5ef1/-/horizon-files-prod/ed/picture/qq4786z6/08dbc0390aee17fc8515fbb7d30875e7af36a29b.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/076c6b0cb0b11ca75008ed137c444f05/-/horizon-files-prod/ed/picture/qq4786z6/97515179c2d46caa29a8fb7a3df837c4692b326e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/1cf4e94ec0dfbaefa6ef40cd95e8e1f5/-/horizon-files-prod/ed/picture/qq4786z6/08dbc0390aee17fc8515fbb7d30875e7af36a29b.jpg', nan]"
274,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
